СПРАВКА,,,,,
за минималния и максималния бал по паралелки,,,,,
в РУО СОФИЯ-ГРАД,,,,,
Към дата 13.07.2020 г.,,,,,
,,,,,
№ по ред,Училище,Паралелка,Минимален бал,Максимален бал,Пол
235.  ,2216423  СПГТ,1281  Кетъринг - ИЕ,231,423,без квоти
236.  ,"2215170  170 СУ ""Васил Левски""",2972  Организация на туризма и свободното време - АЕ,230.5,448.75,без квоти
237.  ,"2206409  ПГТЕ ""Хенри Форд""",2378  Електрически превозни средства - АЕ,227,304,без квоти
238.  ,"2219044  44. СУ ""НЕОФИТ БОЗВЕЛИ""",1538  Софтуерни и хардуерни науки - НЕ интензивно,226,361.5,без квоти
239.  ,"2212303  33 ЕГ ""СВЕТА СОФИЯ""",2797  Екскурзоводско обслужване - АЕ интензивно РЕ,224.5,410,без квоти
240.  ,2216423  СПГТ,1277  Кетъринг - РЕ,223,297.5,без квоти
241.  ,"2207108  108 СУ ""Н.Беловеждов""",1852  Предприемачески  - АЕ интензивно,220.25,351.25,без квоти
242.  ,2223431  ПГ по телекомуникации,0707  Оптически комуникационни системи - АЕ,220,304,без квоти
243.  ,2216423  СПГТ,1284  Производство и обслужване в заведенията за хранене и развлечения - НЕ,219,348.5,без квоти
244.  ,2217424  ПГЕА,2149  Електроенергетика - АЕ,216.75,216.75,без квоти
245.  ,2211417  ПГО,0491  Конструиранемоделиране и технология на облекло от текстил - АЕ,213.25,294.25,без квоти
246.  ,2224047  47СУ,0515  Предприемачески - АЕ интензивно,213,427.5,без квоти
247.  ,"2205408  СПГ ""Княгиня Евдокия""",2837  Съдебна администрация - АЕ (дуална),212.5,358,без квоти
248.  ,2223055  55 СУ,2144  Софтуерни и хардуерни науки - АЕ интензивно,211.5,388,без квоти
249.  ,"2212137  137 СУ ""Ангел Кънчев""",1834  Предприемачески - АЕ интензивно,211,364.5,без квоти
250.  ,"2206410  ПГАВТ  ""А.С.ПОПОВ""",2765  Микропроцесорна техника - АЕ,210.5,284,без квоти
251.  ,"2206409  ПГТЕ ""Хенри Форд""",2357  Възобновяеми енергийни източници - АЕ,210,333.5,без квоти
252.  ,"2212303  33 ЕГ ""СВЕТА СОФИЯ""",2774  Чужди езици - АЕ интензивно КитЕ или ГрЕ,210,288,без квоти
253.  ,"2212137  137 СУ ""Ангел Кънчев""",1838  Чужди езици - АЕ интензивно   НЕ,208.5,384,без квоти
254.  ,"2205408  СПГ ""Княгиня Евдокия""",2843  Фризьорство,201.25,348.5,без квоти
255.  ,"2206409  ПГТЕ ""Хенри Форд""",2364  Автотранспортна техника - техник,200,344.5,без квоти
256.  ,"2206410  ПГАВТ  ""А.С.ПОПОВ""",2756  Телекомуникационни системи - АЕ,198.5,264.5,без квоти
257.  ,"2209305  203 ПЕГ ""Св. Методий""",2904  Чужди езици - АЕ интензивно   НЕ,196,365.5,без квоти
258.  ,"2207068  68 СУ""Акад.Никола Обрешков""",2629  Софтуерни и хардуерни науки - АЕ,196,354.5,без квоти
259.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0851  Екология и опазване на околната среда - АЕ,196,343,без квоти
260.  ,2204311  ПГИИРЕ,2934  Чужди езици - РумЕ интензивно,195.75,342.5,без квоти
261.  ,2204311  ПГИИРЕ,2937  Екскурзоводско обслужване - РумЕ интензивно,193,341,без квоти
262.  ,2214054  54 СУ,0749  Чужди езици - АЕ интензивно,193,326.5,без квоти
263.  ,2214054  54 СУ,0758  Софтуерни и хардуерни науки - АЕ интензивно,192.5,342.5,без квоти
264.  ,"2201078  78. СУ ""Христо Смирненски""",0468  Софтуерни и хардуерни науки - АЕ,191,397.5,без квоти
265.  ,"2213128  128 СУ ""Алберт Айнщайн""",1670  Банкова охрана и инкасова дейност - АЕ,191,273,без квоти
266.  ,"2206409  ПГТЕ ""Хенри Форд""",2362  Топлотехника - отоплителна климат. вентилационна и хладилна - АЕ (дуална),187,358.5,без квоти
267.  ,"2213010  10 СУ  ""Теодор Траянов""",2101  Обществени науки - АЕ,186,321.5,без квоти
268.  ,"2212137  137 СУ ""Ангел Кънчев""",1844  Софтуерни и хардуерни науки - АЕ интензивно,181.25,301,без квоти
269.  ,2212097  97 СУ,3037  Предприемачески - АЕ,180.5,324,без квоти
270.  ,"2209305  203 ПЕГ ""Св. Методий""",2907  Чужди езици - АЕ интензивно  ИЕ,177,379.5,без квоти
271.  ,2204403  ПГТКИ,1856  Бутикови облекла - АЕ,177,330,без квоти
272.  ,2212040  40 СУ,0508  Софтуерни и хардуерни науки - АЕ интензивно,173.5,428.5,без квоти
273.  ,2217424  ПГЕА,2123  Компютърна техника и технологии - АЕ,172.75,294,без квоти
274.  ,"2215170  170 СУ ""Васил Левски""",2971  Предприемачески - АЕ,167,386.25,без квоти
275.  ,"2205408  СПГ ""Княгиня Евдокия""",2842  Извършване на термални процедури - АЕ (дуална),166.5,346,без квоти
276.  ,2206411  ПГХВТ,0455  Производсто и преработка на мляко и млечни продукти,164,311,без квоти
277.  ,"2206409  ПГТЕ ""Хенри Форд""",2352  Газова техника - АЕ,160,311,без квоти
278.  ,"2217151  Национално СУ  ""София""",2692  Изобразително изкуство - АЕ,157,410.5,без квоти
279.  ,"2205408  СПГ ""Княгиня Евдокия""",2845  Козметика,157,351.75,без квоти
280.  ,"2213039  39 СУ ""П.Динеков""",1802  Софтуерни и хардуерни науки - АЕ интензивно,156.75,389.25,без квоти
281.  ,"2217088  88 СУ ""Д.  Попниколов""",1353  Чужди езици - АЕ интензивно,156.5,408,без квоти
282.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",2591  Осигуряване на продуктова информация - НЕ (дуална),156,368.5,без квоти
283.  ,2219095  95 СУ,2354  Чужди езици - АЕ интензивно РЕ,152.5,375,без квоти
284.  ,2204403  ПГТКИ,1865  Конструиране моделиране и технология на облекло от кожи,152,152,без квоти
285.  ,"2207108  108 СУ ""Н.Беловеждов""",1896  Предприемачески  - АЕ,140,310.75,без квоти
286.  ,"2221430  ПГТ  ""МАКГАХАН""",2187  Спедиция транспортна и складова логистика - АЕ,138.5,306,без квоти
287.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0355  Производство и обслужване в заведенията за хранене и развлечения - АЕ,138,319.5,без квоти
288.  ,2217424  ПГЕА,2147  Автоматизация на непрекъснати производства - АЕ,137.5,283.5,без квоти
289.  ,"2208017  17 СУ ""Дамян Груев""",2379  Туристическа анимация - ФЕ интензивно,137,345.5,без квоти
290.  ,"2203140  140. СУ ""Иван Богоров""",1904  Графичен дизайн,136.25,406.5,без квоти
291.  ,"2205408  СПГ ""Княгиня Евдокия""",2847  Маникюр педикюр и ноктопластика,136,298.5,без квоти
292.  ,2217424  ПГЕА,2133  Системно програмиране - АЕ,134,365.75,без квоти
293.  ,"2203140  140. СУ ""Иван Богоров""",1895  Български танци,134,346,без квоти
294.  ,"2209305  203 ПЕГ ""Св. Методий""",2909  Чужди езици - ИЕ интензивно   АЕ,134,275.5,без квоти
295.  ,2207412  ПГ ПО ТРАНСПОРТ,1656  Митническа и данъчна администрация - АЕ,132,271,без квоти
296.  ,2215176  176 ОбУ,2460  Софтуерни и хардуерни науки - АЕ,127,256,без квоти
297.  ,"2212056  56.СУ ""Проф. К. Иречек""",2200  Икономическо развитие - НЕ интензивно,124,375.5,без квоти
298.  ,2204403  ПГТКИ,1868  Конструиране моделиране и технология на обувни изделия (дуална),121,121,без квоти
299.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",2654  Осигуряване на продуктова информация - АЕ,119,285.5,без квоти
300.  ,"2220014  14 СУ ""Проф. д-р А. Златаров",1312  Обществени науки - АЕ,118.5,387.75,без квоти
301.  ,"2208028  28 СУ ""А. Константинов""",0372  Софтуерни и хардуерни науки - АЕ интензивно,118,407.5,без квоти
302.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0909  Технологичен и микробиологичен контрол в химични производства - лаборант,118,372,без квоти
303.  ,"2220427  ПГЖПТ""Никола Корчев""",1894  Осигурителни и комуникационни системи в жп инфраструктура - АЕ,118,273.5,без квоти
304.  ,"2202026  26 СУ ""Йордан Йовков""",0965  Софтуерни и хардуерни науки - АЕ интензивно,117.5,429,без квоти
305.  ,2216422  ПГМЕ,2193  Промишлена електроника - АЕ,117,258,без квоти
306.  ,"2212056  56.СУ ""Проф. К. Иречек""",2196  Чужди езици - АЕ интензивно,116,349.5,без квоти
307.  ,"2210085  85 СУ ""Отец Паисий""",1929  Търговия на едро и дребно - АЕ,113.5,288.5,без квоти
308.  ,2208413  СГХСТ,0547  Производство на хляб хлебни и сладкарски изделия - АЕ,113,304.5,без квоти
309.  ,2207412  ПГ ПО ТРАНСПОРТ,1665  Спедиция транспортна и складова логистика - АЕ,113,190,без квоти
310.  ,"2209305  203 ПЕГ ""Св. Методий""",2910  Предприемачески - АЕ интензивно,110,339.5,без квоти
311.  ,2216422  ПГМЕ,2173  Металообработващи машини (дуална),107,179,без квоти
312.  ,2208413  СГХСТ,0568  Производство на сладкарски изделия - АЕ (дуална),105.5,195.25,без квоти
313.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0352  Организация на обслужването в хотелиерството - АЕ,105,362,без квоти
314.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0344  Организация на хотелиерството -  АЕ,105,280,без квоти
315.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0874  Технология на фармацевтичните и парфюмерийно-козметични продукти - АЕ,104,399.5,без квоти
316.  ,"2206409  ПГТЕ ""Хенри Форд""",2343  Електрообзавеждане на ел. превозни средства за гр. транспорт (дуална),104,246,без квоти
317.  ,2216422  ПГМЕ,2189  Електрообзавеждане на производството - електротехник,103,191,без квоти
318.  ,2217424  ПГЕА,2115  Компютърни мрежи - АЕ,102.5,371,без квоти
319.  ,"2203074  74 СУ ""Гоце Делчев""",1771  Софтуерни и хардуерни науки - АЕ интензивно,102,292,без квоти
320.  ,2224121  121 СУ,2647  Софтуерни и хардуерни науки - ИЕ,101.5,285.5,без квоти
321.  ,2214015  15 СУ,3015  Предприемачески,101,192,без квоти
322.  ,"2213144  144 СУ ""Народни будители""",1142  Български танци - АЕ,100.5,427.9,без квоти
323.  ,2204403  ПГТКИ,1870  Конструиране моделиране и технология на коженогалантерийни изделия,100,100,без квоти
324.  ,2217149  149 СУ,1060  Софтуерни и хардуерни науки - АЕ интензивно,98.5,385.25,без квоти
325.  ,"2206409  ПГТЕ ""Хенри Форд""",2383  Експлоатация на автомобилния транспорт,98,241,без квоти
326.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0358  Кетъринг - АЕ,97,285.5,без квоти
327.  ,2204405  ПГ по ПСТТ,2612  Електрически превозни средства - РЕ,97,122,без квоти
328.  ,"2213131  131 СУ ""К.А.Тимирязев""",2454  Предприемачески,96,374,без квоти
329.  ,2212097  97 СУ,2512  Търговия на едро и дребно - АЕ интензивно,95,363.5,без квоти
330.  ,2208413  СГХСТ,0573  Декорация на органични материали - карвинг - АЕ (дуална),95,285,без квоти
331.  ,2210117  117.СУ,0975  Софтуерни и хардуерни науки,91,396,без квоти
332.  ,"2217151  Национално СУ  ""София""",2687  Природни науки - АЕ,90,379.5,без квоти
333.  ,"2206003  3 СУ ""МАРИН ДРИНОВ""",2914  Графичен дизайн - АЕ,90,370,без квоти
334.  ,2216422  ПГМЕ,2177  Електрообзавеждане на производството - електромонтьор (дуална),89,315,без квоти
335.  ,"2221430  ПГТ  ""МАКГАХАН""",2165  Автомобилна мехатроника - АЕ,89,274.5,без квоти
336.  ,"2218071  71 СУ ""П.Яворов""",1725  Икономическо развитие,86,328,без квоти
337.  ,2224121  121 СУ,2642  Предприемачески - АЕ,86,304,без квоти
338.  ,2217424  ПГЕА,2156  Електрически инсталации - АЕ,85,303,без квоти
339.  ,2219095  95 СУ,2459  Природни науки - АЕ интензивно,84.75,283,без квоти
340.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0362  Производство на кулинарни изделия и напитки - готвач,82,300.5,без квоти
341.  ,2207412  ПГ ПО ТРАНСПОРТ,1684  Автотранспортна техника - монтьор,82,144,без квоти
342.  ,"2205408  СПГ ""Княгиня Евдокия""",2840  Икономическо информационно осигуряване - АЕ,78,296.5,без квоти
343.  ,"2206113  113 СУ""Сава Филаретов""",1648  Предприемачески,75,205,без квоти
344.  ,"2203074  74 СУ ""Гоце Делчев""",1777  Природни науки - АЕ интензивно,72,358.75,без квоти
345.  ,"2221430  ПГТ  ""МАКГАХАН""",2212  Спедиция транспортна и складова логистика - АЕ (дуална),72,261.5,без квоти
346.  ,2212027  27. СУ,2387  Софтуерни и хардуерни науки,72,212,без квоти
347.  ,2207412  ПГ ПО ТРАНСПОРТ,1677  Автомобилна мехатроника - АЕ,72,192,без квоти
348.  ,2204405  ПГ по ПСТТ,2524  Пътно-строителна техника - АЕ,71,202.75,без квоти
349.  ,"2210162  162 ОбУ ""Отец Паисий""",2956  Предприемачески,68,301,без квоти
350.  ,"2220427  ПГЖПТ""Никола Корчев""",2000  Локомотиви и вагони - АЕ (дуална),68,238,без квоти
351.  ,"2217088  88 СУ ""Д.  Попниколов""",1356  Туристическа анимация - АЕ интензивно,66,383.5,без квоти
352.  ,2208413  СГХСТ,0563  Декорация на сладкарски изделия - АЕ,66,251.5,без квоти
353.  ,2212090  90 СУ,1384  Предприемачески - ИЕ,65,287,без квоти
354.  ,"2206409  ПГТЕ ""Хенри Форд""",2349  Електрообзавеждане на подемна и асансьорна техника (дуална),65,267.5,без квоти
355.  ,"2221094  94 СУ ""Д.Страшимиров""",2539  Логистика на товари и услуги,61,223,без квоти
356.  ,2206411  ПГХВТ,0448  Производство на захар и захарни изделия - АЕ,58,306.5,без квоти
357.  ,"2209132  132. СУ ""Ваня Войнова""",0424  Спортно-туристическата дейност - АЕ,54,334.25,без квоти
358.  ,"2221430  ПГТ  ""МАКГАХАН""",2178  Ремонт на летателни апарати - АЕ,54,308,без квоти
359.  ,"2206409  ПГТЕ ""Хенри Форд""",1911  Промишлена електроника - АЕ,54,261.5,без квоти
360.  ,"2201078  78. СУ ""Христо Смирненски""",0463  Извършване на термални процедури,52,290,без квоти
361.  ,"2212079  79 СУ ""Индира Ганди""",2427  Софтуерни и хардуерни науки - АЕ интензивно,41,382,без квоти
362.  ,2219095  95 СУ,2359  Чужди езици - РЕ интензивно АЕ,41,352.5,без квоти
363.  ,2206411  ПГХВТ,0452  Производство на месо месни продукти и риба - АЕ,41,287.5,без квоти
364.  ,"2208123  123 СУ ""Стефан Стамболов",0631  Логистика на товари и услуги,38,254.5,без квоти
365.  ,"2220059  59 ОбУ ""Васил Левски""",1530  Готвач,38,215,без квоти
366.  ,"2206003  3 СУ ""МАРИН ДРИНОВ""",2913  Изобразително изкуство - РЕ интензивно,36,346.75,без квоти
367.  ,"2217426  ПГСС ""БУЗЕМА""",2901  Трайни насаждения,36,142.5,без квоти
368.  ,"2221094  94 СУ ""Д.Страшимиров""",2525  Предприемачески,34,176,без квоти
369.  ,2217424  ПГЕА,2138  Приложно програмиране - АЕ,30,387.75,без квоти
370.  ,2218192  192 СУ,2952  Туристическа анимация,30,375,без квоти
371.  ,"2208017  17 СУ ""Дамян Груев""",2371  Чужди езици - ФЕ интензивно,30,372.5,без квоти
372.  ,2208135  135 СУ,2783  Социална работа с деца и семейства в риск - АЕ,30,361,без квоти
373.  ,2214015  15 СУ,2582  Предприемачески - АЕ,30,323,без квоти
374.  ,"2212037  37. СУ ""Райна Княгиня""",2110  Предприемачески,30,321.75,без квоти
375.  ,"2219024  24 СУ ""П. К. Яворов """,2439  Предприемачески,30,308,без квоти
376.  ,"2207069  69 СУ  ""Д.  Маринов""",0887  Икономическо развитие - АЕ,30,289,без квоти
377.  ,"2213131  131 СУ ""К.А.Тимирязев""",2449  Търговия на едро и дребно,30,267.5,без квоти
378.  ,"2219130  130 СУ ""Стефан Караджа""",2236  Продавач-консултант,30,266,без квоти
379.  ,2212090  90 СУ,1390  Природни науки - АЕ,30,249,без квоти
380.  ,"2217066  66 СУ ""Филип Станиславов""",1439  Предприемачески,30,211.5,без квоти
381.  ,"2217426  ПГСС ""БУЗЕМА""",2903  Цветарство,30,204,без квоти
382.  ,"2221430  ПГТ  ""МАКГАХАН""",2153  Автотранспортна техника - техник АЕ (дуална),30,199,без квоти
383.  ,"2221094  94 СУ ""Д.Страшимиров""",2535  Производство на облекло от текстил,30,192,без квоти
384.  ,"2215172  172 ОбУ ""Христо Ботев""",2807  Производство на облекло от текстил,30,186,без квоти
385.  ,"2217426  ПГСС ""БУЗЕМА""",2905  Каменоделство,30,161,без квоти
386.  ,"2206113  113 СУ""Сава Филаретов""",1676  Продавач-консултант,30,157,без квоти
387.  ,2204405  ПГ по ПСТТ,2528  Подемно-транспортна техника монтирана на пътни тр. средства - ФЕ,30,150.5,без квоти
,,,,,
