СПРАВКА,,,,,
за минималния и максималния бал по паралелки,,,,,
в РУО СОФИЯ-ГРАД,,,,,
Към дата 29.07.2020,,,,,
,,,,,
№ по ред,Училище,Паралелка,Минимален бал,Максимален бал,Пол
231.  ,2224121  121 СУ,2647  Софтуерни и хардуерни науки - ИЕ,172,256,без квоти
232.  ,"2220427  ПГЖПТ""Никола Корчев""",1894  Осигурителни и комуникационни системи в жп инфраструктура - АЕ,171.5,171.5,без квоти
233.  ,2219095  95 СУ,2359  Чужди езици - РЕ интензивно АЕ,170,284,без квоти
234.  ,"2212056  56.СУ ""Проф. К. Иречек""",2200  Икономическо развитие - НЕ интензивно,168,415.5,без квоти
235.  ,2208135  135 СУ,2783  Социална работа с деца и семейства в риск - АЕ,163.5,176,без квоти
236.  ,"2221094  94 СУ ""Д.Страшимиров""",2539  Логистика на товари и услуги,160,266.5,без квоти
237.  ,"2205408  СПГ ""Княгиня Евдокия""",2840  Икономическо информационно осигуряване - АЕ,159,243.25,без квоти
238.  ,2217424  ПГЕА,2133  Системно програмиране - АЕ,156.5,324,без квоти
239.  ,2217424  ПГЕА,2156  Електрически инсталации - АЕ,156.25,156.25,без квоти
240.  ,"2217088  88 СУ ""Д.  Попниколов""",1356  Туристическа анимация - АЕ интензивно,146.5,308.5,без квоти
241.  ,"2209305  203 ПЕГ ""Св. Методий""",2907  Чужди езици - АЕ интензивно  ИЕ,142,279.5,без квоти
242.  ,"2213131  131 СУ ""К.А.Тимирязев""",2454  Предприемачески,140,253,без квоти
243.  ,2208413  СГХСТ,0568  Производство на сладкарски изделия - АЕ (дуална),137,137,без квоти
244.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0874  Технология на фармацевтичните и парфюмерийно-козметични продукти - АЕ,135.5,300.5,без квоти
245.  ,"2213144  144 СУ ""Народни будители""",1123  Рекламна графика - АЕ,133,307.5,без квоти
246.  ,"2209305  203 ПЕГ ""Св. Методий""",2909  Чужди езици - ИЕ интензивно   АЕ,133,277,без квоти
247.  ,"2217066  66 СУ ""Филип Станиславов""",1439  Предприемачески,131,131,без квоти
248.  ,"2219024  24 СУ ""П. К. Яворов """,2439  Предприемачески,129,154.5,без квоти
249.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0355  Производство и обслужване в заведенията за хранене и развлечения - АЕ,128,212.5,без квоти
250.  ,2217424  ПГЕА,2138  Приложно програмиране - АЕ,127.5,233,без квоти
251.  ,2207412  ПГ ПО ТРАНСПОРТ,1665  Спедиция транспортна и складова логистика - АЕ,127,214,без квоти
252.  ,"2212079  79 СУ ""Индира Ганди""",2427  Софтуерни и хардуерни науки - АЕ интензивно,126,228,без квоти
253.  ,"2221430  ПГТ  ""МАКГАХАН""",2178  Ремонт на летателни апарати - АЕ,123.5,218.5,без квоти
254.  ,2207412  ПГ ПО ТРАНСПОРТ,1656  Митническа и данъчна администрация - АЕ,121,249.5,без квоти
255.  ,2218192  192 СУ,2952  Туристическа анимация,120.5,276.25,без квоти
256.  ,"2220059  59 ОбУ ""Васил Левски""",1530  Готвач,120,130,без квоти
257.  ,2216422  ПГМЕ,2189  Електрообзавеждане на производството - електротехник,120,120,без квоти
258.  ,"2219130  130 СУ ""Стефан Караджа""",2236  Продавач-консултант,118.5,272,без квоти
259.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0352  Организация на обслужването в хотелиерството - АЕ,118,242,без квоти
260.  ,2207412  ПГ ПО ТРАНСПОРТ,1677  Автомобилна мехатроника - АЕ,118,232,без квоти
261.  ,2217424  ПГЕА,2123  Компютърна техника и технологии - АЕ,111.5,155.5,без квоти
262.  ,"2217151  Национално СУ  ""София""",2687  Природни науки - АЕ,107,274,без квоти
263.  ,2216422  ПГМЕ,2173  Металообработващи машини (дуална),107,121,без квоти
264.  ,"2221094  94 СУ ""Д.Страшимиров""",2535  Производство на облекло от текстил,106,106,без квоти
265.  ,"2212056  56.СУ ""Проф. К. Иречек""",2196  Чужди езици - АЕ интензивно,105.5,266,без квоти
266.  ,2219095  95 СУ,2459  Природни науки - АЕ интензивно,105,204.5,без квоти
267.  ,"2221430  ПГТ  ""МАКГАХАН""",2165  Автомобилна мехатроника - АЕ,105,168,без квоти
268.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0358  Кетъринг - АЕ,103,234,без квоти
269.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0344  Организация на хотелиерството -  АЕ,100,266,без квоти
270.  ,"2215172  172 ОбУ ""Христо Ботев""",2807  Производство на облекло от текстил,100,182,без квоти
271.  ,2217424  ПГЕА,2115  Компютърни мрежи - АЕ,99.5,323.75,без квоти
272.  ,2207412  ПГ ПО ТРАНСПОРТ,1684  Автотранспортна техника - монтьор,99,257.5,без квоти
273.  ,"2208028  28 СУ ""А. Константинов""",0372  Софтуерни и хардуерни науки - АЕ интензивно,96,393.5,без квоти
274.  ,"2221430  ПГТ  ""МАКГАХАН""",2212  Спедиция транспортна и складова логистика - АЕ (дуална),96,96,без квоти
275.  ,"2201078  78. СУ ""Христо Смирненски""",0463  Извършване на термални процедури,93,256.5,без квоти
276.  ,"2206409  ПГТЕ ""Хенри Форд""",2349  Електрообзавеждане на подемна и асансьорна техника (дуална),93,234,без квоти
277.  ,"2206113  113 СУ""Сава Филаретов""",1676  Продавач-консултант,93,132,без квоти
278.  ,"2213131  131 СУ ""К.А.Тимирязев""",2449  Търговия на едро и дребно,92,229,без квоти
279.  ,2204405  ПГ по ПСТТ,2524  Пътно-строителна техника - АЕ,90,146.75,без квоти
280.  ,"2210085  85 СУ ""Отец Паисий""",1929  Търговия на едро и дребно - АЕ,87.5,271.75,без квоти
281.  ,2204405  ПГ по ПСТТ,2528  Подемно-транспортна техника монтирана на пътни тр. средства - ФЕ,86,86,без квоти
282.  ,2212027  27. СУ,2387  Софтуерни и хардуерни науки,80,179,без квоти
283.  ,"2221430  ПГТ  ""МАКГАХАН""",2153  Автотранспортна техника - техник АЕ (дуална),79,176,без квоти
284.  ,2208413  СГХСТ,0563  Декорация на сладкарски изделия - АЕ,74,128,без квоти
285.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0362  Производство на кулинарни изделия и напитки - готвач,68,177,без квоти
286.  ,2206411  ПГХВТ,0455  Производсто и преработка на мляко и млечни продукти,68,157,без квоти
287.  ,"2209305  203 ПЕГ ""Св. Методий""",2910  Предприемачески - АЕ интензивно,65,305.5,без квоти
288.  ,"2218071  71 СУ ""П.Яворов""",1725  Икономическо развитие,62.5,364.5,без квоти
289.  ,"2203074  74 СУ ""Гоце Делчев""",1777  Природни науки - АЕ интензивно,62,434.25,без квоти
,,,,,
290.  ,2206411  ПГХВТ,0452  Производство на месо месни продукти и риба - АЕ,62,190.25,без квоти
291.  ,"2220427  ПГЖПТ""Никола Корчев""",2000  Локомотиви и вагони - АЕ (дуална),60,118,без квоти
292.  ,2212090  90 СУ,1384  Предприемачески - ИЕ,54,241,без квоти
293.  ,2204403  ПГТКИ,1868  Конструиране моделиране и технология на обувни изделия (дуална),52,144,без квоти
294.  ,2208413  СГХСТ,0547  Производство на хляб хлебни и сладкарски изделия - АЕ,50,213.75,без квоти
295.  ,"2217426  ПГСС ""БУЗЕМА""",2905  Каменоделство,50,122,без квоти
296.  ,"2206409  ПГТЕ ""Хенри Форд""",2343  Електрообзавеждане на ел. превозни средства за гр. транспорт (дуална),41,225.5,без квоти
297.  ,"2217426  ПГСС ""БУЗЕМА""",2903  Цветарство,41,116,без квоти
298.  ,"2208123  123 СУ ""Стефан Стамболов",0631  Логистика на товари и услуги,35,167,без квоти
299.  ,2204403  ПГТКИ,1870  Конструиране моделиране и технология на коженогалантерийни изделия,34,170,без квоти
300.  ,2204403  ПГТКИ,1856  Бутикови облекла - АЕ,30,311,без квоти
301.  ,"2208017  17 СУ ""Дамян Груев""",2379  Туристическа анимация - ФЕ интензивно,30,292.25,без квоти
302.  ,2214015  15 СУ,2582  Предприемачески - АЕ,30,290.5,без квоти
303.  ,2214015  15 СУ,3015  Предприемачески,30,222.5,без квоти
304.  ,2204403  ПГТКИ,1865  Конструиране моделиране и технология на облекло от кожи,30,201,без квоти
305.  ,"2206113  113 СУ""Сава Филаретов""",1648  Предприемачески,30,174,без квоти
306.  ,"2217426  ПГСС ""БУЗЕМА""",2901  Трайни насаждения,30,94,без квоти
307.  ,2204405  ПГ по ПСТТ,2612  Електрически превозни средства - РЕ,30,92,без квоти
308.  ,"2203140  140. СУ ""Иван Богоров""",1895  Български танци,30,30,без квоти
,,,,,
