СПРАВКА,,,,,
за минималния и максималния бал по паралелки,,,,,
в РУО СОФИЯ-ГРАД,,,,,
Към дата 20.07.2020 г.,,,,,
,,,,,
№ по ред,Училище,Паралелка,Минимален бал,Максимален бал,Пол
230.  ,"2206409  ПГТЕ ""Хенри Форд""",2367  Автомобилна мехатроника - АЕ,232,282,без квоти
231.  ,"2221093  93 СУ ""Ал. Теодоров - Балан""",2876  Обществени науки - РЕ интензивно,231.25,369,без квоти
232.  ,2216423  СПГТ,1286  Организация на обслужването в хотелиерството - АЕ,230.5,332,без квоти
233.  ,"2206410  ПГАВТ  ""А.С.ПОПОВ""",2752  Компютърни мрежи - АЕ,230.5,265,без квоти
234.  ,"2205408  СПГ ""Княгиня Евдокия""",2840  Икономическо информационно осигуряване - АЕ,229.75,229.75,без квоти
235.  ,2204311  ПГИИРЕ,2935  Чужди езици - ИЕ интензивно,227.75,320.5,без квоти
236.  ,"2215170  170 СУ ""Васил Левски""",2972  Организация на туризма и свободното време - АЕ,227.5,406.75,без квоти
237.  ,"2212096  96. СУ ""Л. Н. Толстой""",0903  Чужди езици - АЕ интензивно,225.75,364.25,без квоти
238.  ,2216423  СПГТ,1283  Производство и обслужване в заведенията за хранене и развлечения - ИтЕ,220,380,без квоти
239.  ,"2217151  Национално СУ  ""София""",2692  Изобразително изкуство - АЕ,219.75,400.75,без квоти
240.  ,"2206003  3 СУ ""МАРИН ДРИНОВ""",2913  Изобразително изкуство - РЕ интензивно,219,255.5,без квоти
241.  ,"2214101  101 СУ ""БАЧО КИРО""",2889  Софтуерни и хардуерни науки - АЕ интензивно,218.75,339.75,без квоти
242.  ,"2206409  ПГТЕ ""Хенри Форд""",2378  Електрически превозни средства - АЕ,218,273,без квоти
243.  ,2216423  СПГТ,1281  Кетъринг - ИЕ,218,269.5,без квоти
244.  ,2216423  СПГТ,1284  Производство и обслужване в заведенията за хранене и развлечения - НЕ,215,262,без квоти
245.  ,2216423  СПГТ,1277  Кетъринг - РЕ,213,231,без квоти
246.  ,"2209036  36 СУ ""Максим Горки""",0778  Чужди езици - ИтЕ интензивно,212,325.5,без квоти
247.  ,"2220029  29. СУ ""Кузман Шапкарев""",2408  Софтуерни и хардуерни науки,209.75,337.5,без квоти
248.  ,2206411  ПГХВТ,0455  Производсто и преработка на мляко и млечни продукти,206.25,311,без квоти
249.  ,"2218071  71 СУ ""П.Яворов""",1725  Икономическо развитие,205.5,207.5,без квоти
250.  ,2210117  117.СУ,0975  Софтуерни и хардуерни науки,205,319.75,без квоти
251.  ,2219095  95 СУ,2459  Природни науки - АЕ интензивно,204.5,283,без квоти
252.  ,2208413  СГХСТ,0573  Декорация на органични материали - карвинг - АЕ (дуална),204.5,204.5,без квоти
253.  ,"2219044  44. СУ ""НЕОФИТ БОЗВЕЛИ""",1538  Софтуерни и хардуерни науки - НЕ интензивно,204,361.5,без квоти
254.  ,2223431  ПГ по телекомуникации,0707  Оптически комуникационни системи - АЕ,204,304,без квоти
255.  ,"2217426  ПГСС ""БУЗЕМА""",2903  Цветарство,204,204,без квоти
256.  ,2204311  ПГИИРЕ,2937  Екскурзоводско обслужване - РумЕ интензивно,202,202,без квоти
257.  ,2211417  ПГО,0491  Конструиранемоделиране и технология на облекло от текстил - АЕ,201,249.75,без квоти
258.  ,"2214101  101 СУ ""БАЧО КИРО""",2886  Икономическо развитие - АЕ интензивно,200.5,375.5,без квоти
259.  ,"2212303  33 ЕГ ""СВЕТА СОФИЯ""",2797  Екскурзоводско обслужване - АЕ интензивно РЕ,199,410,без квоти
260.  ,2215176  176 ОбУ,2460  Софтуерни и хардуерни науки - АЕ,198.5,198.5,без квоти
261.  ,"2207108  108 СУ ""Н.Беловеждов""",1852  Предприемачески  - АЕ интензивно,195,334,без квоти
262.  ,"2207068  68 СУ""Акад.Никола Обрешков""",2629  Софтуерни и хардуерни науки - АЕ,194.5,354.5,без квоти
263.  ,2223055  55 СУ,2144  Софтуерни и хардуерни науки - АЕ интензивно,194,355,без квоти
264.  ,2214015  15 СУ,3015  Предприемачески,192,192,без квоти
265.  ,"2212037  37. СУ ""Райна Княгиня""",2110  Предприемачески,190,321.75,без квоти
266.  ,"2213128  128 СУ ""Алберт Айнщайн""",1670  Банкова охрана и инкасова дейност - АЕ,189,250,без квоти
267.  ,2224121  121 СУ,2637  Софтуерни и хардуерни науки - АЕ,188.5,334,без квоти
268.  ,2212090  90 СУ,1390  Природни науки - АЕ,185.75,249,без квоти
269.  ,2206411  ПГХВТ,0448  Производство на захар и захарни изделия - АЕ,185,269.25,без квоти
270.  ,"2206003  3 СУ ""МАРИН ДРИНОВ""",2914  Графичен дизайн - АЕ,184.5,280.5,без квоти
271.  ,"2206409  ПГТЕ ""Хенри Форд""",2357  Възобновяеми енергийни източници - АЕ,183.5,326,без квоти
272.  ,"2220014  14 СУ ""Проф. д-р А. Златаров",1312  Обществени науки - АЕ,182.25,360.25,без квоти
273.  ,"2206410  ПГАВТ  ""А.С.ПОПОВ""",2756  Телекомуникационни системи - АЕ,181.75,264.5,без квоти
274.  ,"2213125  125 СУ ""Боян Пенев""",1557  Математически - АЕ интензивно,181.5,482.25,без квоти
275.  ,"2206409  ПГТЕ ""Хенри Форд""",2364  Автотранспортна техника - техник,181,221,без квоти
276.  ,"2213010  10 СУ  ""Теодор Траянов""",2101  Обществени науки - АЕ,179.25,266.75,без квоти
277.  ,2214054  54 СУ,0758  Софтуерни и хардуерни науки - АЕ интензивно,178,342.5,без квоти
278.  ,"2206410  ПГАВТ  ""А.С.ПОПОВ""",2765  Микропроцесорна техника - АЕ,178,278.75,без квоти
279.  ,2212097  97 СУ,2512  Търговия на едро и дребно - АЕ интензивно,178,178,без квоти
280.  ,2204403  ПГТКИ,1856  Бутикови облекла - АЕ,177,330,без квоти
281.  ,"2208123  123 СУ ""Стефан Стамболов",0631  Логистика на товари и услуги,177,203.5,без квоти
282.  ,"2201078  78. СУ ""Христо Смирненски""",0468  Софтуерни и хардуерни науки - АЕ,176,336.5,без квоти
283.  ,2224047  47СУ,0515  Предприемачески - АЕ интензивно,176,326.5,без квоти
284.  ,2212097  97 СУ,3037  Предприемачески - АЕ,175.75,284.5,без квоти
285.  ,"2209305  203 ПЕГ ""Св. Методий""",2909  Чужди езици - ИЕ интензивно   АЕ,174,275.5,без квоти
286.  ,"2215172  172 ОбУ ""Христо Ботев""",2807  Производство на облекло от текстил,172,172,без квоти
287.  ,"2220427  ПГЖПТ""Никола Корчев""",1894  Осигурителни и комуникационни системи в жп инфраструктура - АЕ,171.5,273.5,без квоти
288.  ,"2221430  ПГТ  ""МАКГАХАН""",2178  Ремонт на летателни апарати - АЕ,171,261.5,без квоти
289.  ,2214054  54 СУ,0749  Чужди езици - АЕ интензивно,168.5,326,без квоти
290.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0344  Организация на хотелиерството -  АЕ,168,254,без квоти
291.  ,"2206113  113 СУ""Сава Филаретов""",1648  Предприемачески,168,205,без квоти
292.  ,"2212137  137 СУ ""Ангел Кънчев""",1834  Предприемачески - АЕ интензивно,167,266.5,без квоти
293.  ,"2212137  137 СУ ""Ангел Кънчев""",1838  Чужди езици - АЕ интензивно   НЕ,166.5,340.5,без квоти
294.  ,2207412  ПГ ПО ТРАНСПОРТ,1656  Митническа и данъчна администрация - АЕ,165,267,без квоти
295.  ,"2209305  203 ПЕГ ""Св. Методий""",2907  Чужди езици - АЕ интензивно  ИЕ,164,379.5,без квоти
296.  ,2212090  90 СУ,1384  Предприемачески - ИЕ,164,204,без квоти
297.  ,2217424  ПГЕА,2115  Компютърни мрежи - АЕ,163.25,338,без квоти
298.  ,2217424  ПГЕА,2156  Електрически инсталации - АЕ,163,303,без квоти
299.  ,"2217066  66 СУ ""Филип Станиславов""",1439  Предприемачески,161,161,без квоти
300.  ,2218192  192 СУ,2952  Туристическа анимация,160.5,326.25,без квоти
301.  ,"2212303  33 ЕГ ""СВЕТА СОФИЯ""",2774  Чужди езици - АЕ интензивно КитЕ или ГрЕ,160.5,259.5,без квоти
302.  ,"2206409  ПГТЕ ""Хенри Форд""",2362  Топлотехника - отоплителна климат. вентилационна и хладилна - АЕ (дуална),160,297.5,без квоти
303.  ,"2221430  ПГТ  ""МАКГАХАН""",2153  Автотранспортна техника - техник АЕ (дуална),159,199,без квоти
304.  ,"2213131  131 СУ ""К.А.Тимирязев""",2454  Предприемачески,158,374,без квоти
305.  ,"2206409  ПГТЕ ""Хенри Форд""",2352  Газова техника - АЕ,158,311,без квоти
306.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0358  Кетъринг - АЕ,158,218,без квоти
307.  ,2224121  121 СУ,2642  Предприемачески - АЕ,157,293,без квоти
308.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",2591  Осигуряване на продуктова информация - НЕ (дуална),156,156,без квоти
309.  ,2212040  40 СУ,0508  Софтуерни и хардуерни науки - АЕ интензивно,155,265.5,без квоти
310.  ,"2206409  ПГТЕ ""Хенри Форд""",2349  Електрообзавеждане на подемна и асансьорна техника (дуална),155,155,без квоти
311.  ,"2215170  170 СУ ""Васил Левски""",2971  Предприемачески - АЕ,152,212,без квоти
312.  ,"2201078  78. СУ ""Христо Смирненски""",0463  Извършване на термални процедури,150,256.5,без квоти
313.  ,"2208017  17 СУ ""Дамян Груев""",2371  Чужди езици - ФЕ интензивно,148,356.75,без квоти
314.  ,2219095  95 СУ,2359  Чужди езици - РЕ интензивно АЕ,147,265.5,без квоти
315.  ,"2213039  39 СУ ""П.Динеков""",1802  Софтуерни и хардуерни науки - АЕ интензивно,145.25,235.5,без квоти
316.  ,2216422  ПГМЕ,2189  Електрообзавеждане на производството - електротехник,145,191,без квоти
317.  ,2208413  СГХСТ,0547  Производство на хляб хлебни и сладкарски изделия - АЕ,144,209.5,без квоти
318.  ,"2213131  131 СУ ""К.А.Тимирязев""",2449  Търговия на едро и дребно,142,161,без квоти
319.  ,"2208017  17 СУ ""Дамян Груев""",2379  Туристическа анимация - ФЕ интензивно,141.75,345.5,без квоти
320.  ,"2212137  137 СУ ""Ангел Кънчев""",1844  Софтуерни и хардуерни науки - АЕ интензивно,141.75,257.75,без квоти
321.  ,"2203074  74 СУ ""Гоце Делчев""",1777  Природни науки - АЕ интензивно,139,358.75,без квоти
322.  ,"2221430  ПГТ  ""МАКГАХАН""",2187  Спедиция транспортна и складова логистика - АЕ,138.5,138.5,без квоти
323.  ,2224121  121 СУ,2647  Софтуерни и хардуерни науки - ИЕ,133,256,без квоти
324.  ,"2203140  140. СУ ""Иван Богоров""",1895  Български танци,132,205.75,без квоти
325.  ,"2213144  144 СУ ""Народни будители""",1123  Рекламна графика - АЕ,130,362.5,без квоти
326.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0352  Организация на обслужването в хотелиерството - АЕ,129,362,без квоти
327.  ,"2205408  СПГ ""Княгиня Евдокия""",2843  Фризьорство,128.5,220.5,без квоти
328.  ,"2217088  88 СУ ""Д.  Попниколов""",1356  Туристическа анимация - АЕ интензивно,126,236.5,без квоти
329.  ,2216422  ПГМЕ,2193  Промишлена електроника - АЕ,125,239,без квоти
330.  ,"2217088  88 СУ ""Д.  Попниколов""",1353  Чужди езици - АЕ интензивно,124,408,без квоти
331.  ,"2212056  56.СУ ""Проф. К. Иречек""",2200  Икономическо развитие - НЕ интензивно,124,124,без квоти
332.  ,2217424  ПГЕА,2138  Приложно програмиране - АЕ,122.75,387.75,без квоти
333.  ,2217424  ПГЕА,2133  Системно програмиране - АЕ,118,365.75,без квоти
334.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0851  Екология и опазване на околната среда - АЕ,118,296,без квоти
335.  ,2216422  ПГМЕ,2173  Металообработващи машини (дуална),116,153,без квоти
336.  ,"2210085  85 СУ ""Отец Паисий""",1929  Търговия на едро и дребно - АЕ,113,284,без квоти
337.  ,"2206409  ПГТЕ ""Хенри Форд""",1911  Промишлена електроника - АЕ,112,261.5,без квоти
338.  ,"2209305  203 ПЕГ ""Св. Методий""",2910  Предприемачески - АЕ интензивно,110,339.5,без квоти
339.  ,2217424  ПГЕА,2123  Компютърна техника и технологии - АЕ,110,294,без квоти
340.  ,"2202026  26 СУ ""Йордан Йовков""",0965  Софтуерни и хардуерни науки - АЕ интензивно,109,263.5,без квоти
341.  ,"2203074  74 СУ ""Гоце Делчев""",1771  Софтуерни и хардуерни науки - АЕ интензивно,108,246,без квоти
342.  ,2204405  ПГ по ПСТТ,2528  Подемно-транспортна техника монтирана на пътни тр. средства - ФЕ,108,140.5,без квоти
343.  ,"2206409  ПГТЕ ""Хенри Форд""",2343  Електрообзавеждане на ел. превозни средства за гр. транспорт (дуална),104,198.5,без квоти
344.  ,2207412  ПГ ПО ТРАНСПОРТ,1677  Автомобилна мехатроника - АЕ,104,163,без квоти
345.  ,2214015  15 СУ,2582  Предприемачески - АЕ,104,104,без квоти
346.  ,"2207069  69 СУ  ""Д.  Маринов""",0887  Икономическо развитие - АЕ,101,101,без квоти
347.  ,"2208028  28 СУ ""А. Константинов""",0372  Софтуерни и хардуерни науки - АЕ интензивно,100,249,без квоти
348.  ,2216422  ПГМЕ,2177  Електрообзавеждане на производството - електромонтьор (дуална),94,294.5,без квоти
349.  ,2212027  27. СУ,2387  Софтуерни и хардуерни науки,93,93,без квоти
350.  ,"2219024  24 СУ ""П. К. Яворов """,2439  Предприемачески,92,92,без квоти
351.  ,"2212079  79 СУ ""Индира Ганди""",2427  Софтуерни и хардуерни науки - АЕ интензивно,87,382,без квоти
352.  ,"2206113  113 СУ""Сава Филаретов""",1676  Продавач-консултант,87,87,без квоти
353.  ,"2201400  Професионална гимназия по туризъм ""Алеко Константинов""",0362  Производство на кулинарни изделия и напитки - готвач,82,230.5,без квоти
354.  ,"2217151  Национално СУ  ""София""",2687  Природни науки - АЕ,68,322.5,без квоти
355.  ,"2205408  СПГ ""Княгиня Евдокия""",2845  Козметика,66,295,без квоти
356.  ,"2205408  СПГ ""Княгиня Евдокия""",2837  Съдебна администрация - АЕ (дуална),65,263.5,без квоти
357.  ,"2205408  СПГ ""Княгиня Евдокия""",2847  Маникюр педикюр и ноктопластика,65,250.75,без квоти
358.  ,"2206409  ПГТЕ ""Хенри Форд""",2383  Експлоатация на автомобилния транспорт,65,206,без квоти
359.  ,2217149  149 СУ,1060  Софтуерни и хардуерни науки - АЕ интензивно,61,249,без квоти
360.  ,"2212056  56.СУ ""Проф. К. Иречек""",2196  Чужди езици - АЕ интензивно,53,295,без квоти
361.  ,"2209132  132. СУ ""Ваня Войнова""",0424  Спортно-туристическата дейност - АЕ,41,334.25,без квоти
362.  ,2219095  95 СУ,2354  Чужди езици - АЕ интензивно РЕ,41,250,без квоти
363.  ,2208135  135 СУ,2783  Социална работа с деца и семейства в риск - АЕ,41,218.5,без квоти
364.  ,"2203140  140. СУ ""Иван Богоров""",1904  Графичен дизайн,30,345.25,без квоти
365.  ,"2209305  203 ПЕГ ""Св. Методий""",2904  Чужди езици - АЕ интензивно   НЕ,30,317,без квоти
366.  ,"2221430  ПГТ  ""МАКГАХАН""",2165  Автомобилна мехатроника - АЕ,30,274.5,без квоти
,,,,,
