№ по ред,Училище,Паралелка,Минимален бал,Максимален бал,Пол
173.  ,"2212056  56.СУ ""Проф. К. Иречек""",2200  Икономическо развитие - АЕ интензивно ИЕ,333,372,без квоти
174.  ,"2209019  19 СУ ""Елин Пелин""",3399  Предприемачески - АЕ интензивно НЕ/НорвЕ/ДатЕ,331.5,384.5,без квоти
175.  ,"2204030  30 СУ ""Братя Миладинови""",2602  Икономическо развитие - АЕ интензивно  НЕ,329.5,383,без квоти
176.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,3148  Предприемачески - ИЕ интензивно  АЕ,329.5,374.5,без квоти
177.  ,2222127  127 СРЕДНО УЧИЛИЩЕ,1365  Природни науки - ИЕ интензивно  АЕ,329,372.5,без квоти
178.  ,"2211419  СГСАГ ""Христо Ботев""",0748  Транспортно строителство - АЕ,327,375.5,без квоти
179.  ,"2204030  30 СУ ""Братя Миладинови""",1308  Природни науки - ИЕ интензивно  АЕ,326.5,395,без квоти
180.  ,"2221023  23 СУ ""Фредерик Ж.-Кюри""",0916  Чужди езици - ИтЕ интензивно  АЕ,325.75,392.75,без квоти
181.  ,2223431  ПГ по телекомуникации,0722  Компютърни мрежи - АЕ,325.75,386.75,без квоти
182.  ,"2221138  138 СУЗИЕ  ""Проф.В.Златарски""",1354  Математически - АЕ интензивно ИЕ,325,377,без квоти
183.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0951  Чужди езици - АЕ интензивно  ИЕ,324.5,416.5,без квоти
184.  ,"2205105  105. СУ ""Атанас Далчев""",2532  Софтуерни и хардуерни науки - АЕ интензивно ИтЕ,321.5,392.5,без квоти
185.  ,"2204018  18 СУ ""Уилям Гладстон""",1637  Чужди езици - АрЕ интензивно  АЕ,320,371,без квоти
186.  ,"2211419  СГСАГ ""Христо Ботев""",0838  Брокер недвижими имоти - АЕ,317,352.25,без квоти
187.  ,2211417  ПГО,0476  Моден дизайн - АЕ  ФЕ,313.5,343.5,без квоти
188.  ,2223431  ПГ по телекомуникации,0730  Компютърна техника и технологии - АЕ,313,366.25,без квоти
189.  ,"2221093  93 СУ ""Ал. Теодоров - Балан""",2876  Обществени науки - РЕ интензивно  АЕ,310.25,378.75,без квоти
190.  ,"2215170  170 СУ ""Васил Левски""",2972  Организация на туризма и свободното време - АЕ,310,310,без квоти
191.  ,"2209019  19 СУ ""Елин Пелин""",3394  Предприемачески - НЕ интензивно НорвЕ,307,373,без квоти
192.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0958  Предприемачески - АЕ интензивно  НЕ,305.5,371.5,без квоти
193.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0317  Медицинска техника - НЕ  АЕ,305.5,320.5,без квоти
194.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0947  Природни науки - АЕ интензивно  ИЕ,303.5,379.5,без квоти
195.  ,"2209019  19 СУ ""Елин Пелин""",3396  Предприемачески - НЕ интензивно ДатЕ,303,339,без квоти
196.  ,"2202002  2. СУ ""Акад.Емилиян Станев""",0957  Хуманитарни науки - АЕ интензивно   ИЕ,301.5,335.5,без квоти
197.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0321  Кинотехника аудио- и видеосистеми - АЕ  НЕ,295,376.5,без квоти
198.  ,"2221093  93 СУ ""Ал. Теодоров - Балан""",2878  Обществени науки - АЕ интензивно  РЕ,295,347.75,без квоти
199.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0324  Очна оптика - АЕ  НЕ,294,388.5,без квоти
200.  ,2211417  ПГО,0462  Моден дизайн - ИтЕ  АЕ,293.25,351.5,без квоти
201.  ,"2206410  ПГАВТ  ""А.С.Попов""",2760  Приложно програмиране - АЕ интензивно  НЕ,293,416.25,без квоти
202.  ,"2206003  3 СУ ""Марин Дринов""",2914  Графичен дизайн - АЕ  РЕ,290.75,359,без квоти
203.  ,"2211021  21 СУ ""Христо Ботев""",0906  Предприемачески - АЕ интензивно  ИЕ,290,386.5,без квоти
204.  ,"2213144  144 СУ ""Народни будители""",3559  Рекламна графика - ИЕ  РЕ/АЕ,289.25,289.25,без квоти
205.  ,"2206410  ПГАВТ  ""А.С.Попов""",2769  Системно програмиране - АЕ интензивно  НЕ,289,398.5,без квоти
206.  ,"2213128  128 СУ ""Алберт Айнщайн""",1660  Софтуерни и хардуерни науки - АЕ  НЕ/РЕ,288,419,без квоти
207.  ,"2213081  81. СУ ""Виктор Юго""",2579  Хуманитарни науки,286.5,417.25,без квоти
208.  ,"2209132  132. СУ ""Ваня Войнова""",0423  Софтуерни и хардуерни науки - АЕ  РЕ,286.25,361.5,без квоти
209.  ,"2211021  21 СУ ""Христо Ботев""",3676  Предприемачески - ИЕ интензивно  АЕ,286,330.5,без квоти
210.  ,"2212303  33 ЕГ ""Света София""",2767  Чужди езици - АЕ интензивно ИЕ,283.5,387.5,без квоти
211.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0325  Лазерна и оптична техника - АЕ  НЕ,283,336,без квоти
212.  ,"2221157  157 ГИЧЕ ""Сесар Вайехо""",1023  Чужди езици - ИЕ интензивно  АЕ,281,435.5,без квоти
213.  ,"2212303  33 ЕГ ""Света София""",2762  Чужди езици - АЕ интензивно НЕ,272.5,390.5,без квоти
214.  ,2223431  ПГ по телекомуникации,3215  Телекомуникационни системи-АЕ,269.25,372.25,без квоти
215.  ,"2221023  23 СУ ""Фредерик Ж.-Кюри""",0930  Предприемачески - АЕ  ИтЕ/ФЕ,267.5,319,без квоти
216.  ,"2206409  ПГТЕ ""Хенри Форд""",2376  Автомобилна  мехатроника - АЕ (дуална) РЕ/НЕ,267.5,300,без квоти
217.  ,"2213144  144 СУ ""Народни будители""",1142  Български танци - АЕ  РЕ/ИЕ,265.6,406.55,без квоти
218.  ,"2212137  137 СУ ""Ангел Кънчев""",1838  Хуманитарни науки - АЕ интензивно  НЕ,265.5,361.25,без квоти
219.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",2591  Осигуряване на продуктова информация - НЕ (дуална)     АЕ,264,264,без квоти
220.  ,2213118  118 СУ,2943  Софтуерни и хардуерни науки - АЕ интензивно  ФЕ,263,285.5,без квоти
221.  ,"2221023  23 СУ ""Фредерик Ж.-Кюри""",0939  Икономическо развитие - АЕ   ИтЕ/ФЕ,262,355.5,без квоти
222.  ,2223431  ПГ по телекомуникации,0746  Икономическа информатика - АЕ,260.5,351,без квоти
223.  ,"2219044  44. СУ ""Неофит Бозвели""",1536  Софтуерни и хардуерни науки - АЕ интензивно  ИЕ,260,336,без квоти
224.  ,2214054  54 СУ,0749  Чужди езици - АЕ интензивно  ИЕ,257.5,346,без квоти
225.  ,2204403  ПГТКИ,3251  Моден дизайн - АЕ  РЕ,257.5,300.25,без квоти
226.  ,"2213125  125 СУ ""Боян Пенев""",1557  Математически - АЕ интензивно  РЕ,256.75,429.25,без квоти
227.  ,"2212303  33 ЕГ ""Света София""",2778  Чужди езици - ФЕ интензивно АЕ,254.5,360.5,без квоти
228.  ,"2205408  СПГ ""Княгиня Евдокия""",2837  Съдебна администрация - АЕ   РЕ,254.25,376.75,без квоти
229.  ,2224121  121 СУ,2637  Софтуерни и хардуерни науки - АЕ  ИЕ,254,324,без квоти
230.  ,2223055  55 СУ,2144  Софтуерни и хардуерни науки - АЕ интензивно  НЕ,252,322,без квоти
231.  ,2212097  97 СУ,2512  Търговия - АЕ (дуална) НЕ,251.5,285,без квоти
232.  ,"2212096  96. СУ ""Л. Н. Толстой""",0903  Обществени науки - АЕ интензивно  ИЕ/РЕ,249.5,330.75,без квоти
233.  ,"2209036  36 СУ ""Максим Горки""",0778  Чужди езици - ИтЕ интензивно  АЕ,249,309.5,без квоти
234.  ,"2204402  НПГПТО ""М.В.Ломоносов""",0319  Измервателна и организационна техника - АЕ  НЕ,247,321.5,без квоти
235.  ,"2206410  ПГАВТ  ""А.С.Попов""",2763  Компютърна техника и технологии - АЕ  ИЕ,246.5,327.25,без квоти
236.  ,"2213081  81. СУ ""Виктор Юго""",2566  Чужди езици - АЕ интензивно,244,351,без квоти
237.  ,2223431  ПГ по телекомуникации,0707  Оптически комуникационни системи - АЕ,244,307,без квоти
238.  ,2216423  СПГТ,1285  Организация на хотелиерството - АЕ,243.5,356.5,без квоти
239.  ,"2220029  29. СУ ""Кузман Шапкарев""",2408  Софтуерни и хардуерни науки - АЕ интензивно  РЕ/ФЕ,243.5,351.5,без квоти
240.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0909  Технологичен и микробиологичен контрол в химични производства - лаборант - АЕ  НЕ,243,345.5,без квоти
241.  ,"2220029  29. СУ ""Кузман Шапкарев""",3515  Софтуерни и хардуерни науки,242.5,374.25,без квоти
242.  ,"2209305  203 ПЕГ ""Св. Методий""",3271  Природни науки - АЕ интензивно  ИЕ/НЕ,240.75,311,без квоти
243.  ,"2206409  ПГТЕ ""Хенри Форд""",2380  Ремонт на летателни апарати - АЕ  РЕ/НЕ,240.5,294,без квоти
244.  ,2216423  СПГТ,1283  Производство и обслужване в заведенията за хранене и развлечения - ИтЕ,240,287,без квоти
245.  ,"2206410  ПГАВТ  ""А.С.Попов""",2752  Компютърни мрежи - АЕ  ИЕ,239.25,272.75,без квоти
246.  ,"2212303  33 ЕГ ""Света София""",2774  Чужди езици - АЕ интензивно ФЕ или ГрЕ,237,442.5,без квоти
247.  ,"2213128  128 СУ ""Алберт Айнщайн""",1670  Икономическо информационно осигуряване - АЕ  НЕ/РЕ,237,281.5,без квоти
248.  ,"2203140  140. СУ ""Иван Богоров""",1895  Български танци,236.5,358.5,без квоти
249.  ,2211417  ПГО,0472  Бутикови облекла - ИтЕ  АЕ,236,378.5,без квоти
250.  ,"2217151  Национално СУ  ""София""",2692  Изобразително изкуство - АЕ  РЕ,235.5,399.5,без квоти
251.  ,2210117  117. СУ,0975  Софтуерни и хардуерни науки,235.25,352,без квоти
252.  ,"2203074  74 СУ ""Гоце Делчев""",1777  Природни науки - АЕ интензивно  РЕ,234.5,296.25,без квоти
253.  ,"2207108  108 СУ ""Н.Беловеждов""",3675  Предприемачески - АЕ интензивно НЕ,233,359,без квоти
254.  ,2216423  СПГТ,1287  Екскурзоводско обслужване - АЕ,233,313,без квоти
255.  ,2224047  47 СУ,0515  Предприемачески - АЕ интензивно  РЕ,232.5,297,без квоти
256.  ,2216423  СПГТ,1281  Кетъринг - ИЕ,228.5,415,без квоти
257.  ,2212097  97 СУ,2506  Софтуерни и хардуерни науки - АЕ интензивно,228.5,332.5,без квоти
258.  ,"2219044  44. СУ ""Неофит Бозвели""",1538  Софтуерни и хардуерни науки - НЕ интензивно  АЕ,227,327.5,без квоти
259.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0851  Екология и опазване на околната среда - АЕ  НЕ,225,400.5,без квоти
260.  ,"2214101  101 СУ ""БАЧО КИРО""",2889  Софтуерни и хардуерни науки - АЕ интензивно  НЕ,224.5,305.75,без квоти
261.  ,2216423  СПГТ,1277  Кетъринг - РЕ,223,328,без квоти
262.  ,"2206409  ПГТЕ ""Хенри Форд""",2367  Автомобилна мехатроника - АЕ  РЕ/НЕ,223,262.5,без квоти
263.  ,2217424  ПГЕА,3670  Електрически инсталации - АЕ  НЕ/РЕ,222.5,224.5,без квоти
264.  ,"2212056  56.СУ ""Проф. К. Иречек""",3639  Предприемачески - НЕ интензивно  АЕ,222,358.5,без квоти
265.  ,"2207069  69 СУ  ""Д.  Маринов""",0887  Икономическо развитие - АЕ  РЕ,222,222,без квоти
266.  ,"2212096  96. СУ ""Л. Н. Толстой""",3318  Софтуерни и хардуерни науки - АЕ интензивно  ИЕ/РЕ,221,316.5,без квоти
267.  ,"2214101  101 СУ ""БАЧО КИРО""",2886  Икономическо развитие - АЕ интензивно  НЕ,220.5,291.25,без квоти
268.  ,"2209036  36 СУ ""Максим Горки""",0784  Природни науки - АЕ интензивно  ИтЕ,219.5,375.25,без квоти
269.  ,"2208017  17 СУ ""Дамян Груев""",2371  Чужди езици - ФЕ интензивно  ИтЕ/ИЕ,218.75,341.75,без квоти
270.  ,2216423  СПГТ,1284  Производство и обслужване в заведенията за хранене и развлечения - НЕ,218.5,246,без квоти
271.  ,2224121  121 СУ,3679  Софтуерни и хардуерни науки - АЕ  РЕ,217,294.5,без квоти
272.  ,2216423  СПГТ,1286  Организация на обслужването в хотелиерството - АЕ,215.5,285,без квоти
273.  ,2218192  192 СУ,2952  Туристическа анимация,214.5,240.5,без квоти
274.  ,"2202401  Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""",0874  Технология на фармацевтичните и парфюмерийно-козметични продукти - АЕ   НЕ,213.5,312.5,без квоти
275.  ,2217424  ПГЕА,2138  Приложно програмиране - АЕ  НЕ/РЕ,213,345.75,без квоти
276.  ,"2205408  СПГ ""Княгиня Евдокия""",2847  Маникюр педикюр и ноктопластика,210.5,356.75,без квоти
277.  ,"2209305  203 ПЕГ ""Св. Методий""",2907  Чужди езици - АЕ интензивно  ИЕ/РЕ,210.5,335.5,без квоти
278.  ,"2206410  ПГАВТ  ""А.С.Попов""",2756  Телекомуникационни системи - АЕ  РЕ,210.5,289.75,без квоти
279.  ,"2209305  203 ПЕГ ""Св. Методий""",2904  Чужди езици - АЕ интензивно  НЕ/РЕ,209.75,336.75,без квоти
280.  ,2204311  ПГИИРЕ,2935  Чужди езици - ИЕ интензивно РумЕ,207,344.25,без квоти
281.  ,"2206409  ПГТЕ ""Хенри Форд""",2378  Електрически превозни средства - АЕ  РЕ/НЕ,205,255,без квоти
282.  ,2208413  СГХСТ,0547  Производство на хляб хлебни и сладкарски изделия - АЕ  НЕ,202,308,без квоти
283.  ,2206411  ПГХВТ,0455  Производсто и преработка на мляко и млечни продукти,202,202,без квоти
284.  ,"2205408  СПГ ""Княгиня Евдокия""",2845  Козметика,201.5,254.75,без квоти
285.  ,2208135  135 СУ,2783  Социална работа с деца и семейства в риск - АЕ  РЕ,201,276.5,без квоти
286.  ,2224121  121 СУ,2642  Предприемачески - АЕ  ИЕ/РЕ,199.5,367.5,без квоти
287.  ,2214054  54 СУ,0758  Софтуерни и хардуерни науки - АЕ интензивно   НЕ,199.5,326,без квоти
288.  ,"2206003  3 СУ ""Марин Дринов""",2913  Изобразително изкуство - РЕ   АЕ,199,372,без квоти
289.  ,2211417  ПГО,"0491  Конструиране, моделиране и технология на облекло от текстил - АЕ  ИтЕ",198.5,296,без квоти
290.  ,"2213039  39 СУ ""П.Динеков""",1802  Софтуерни и хардуерни науки - АЕ интензивно  ИЕ,198,262,без квоти
291.  ,2212090  90 СУ,1384  Предприемачески - ИЕ  АЕ,196,299,без квоти
292.  ,"2213131  131 СУ ""К.А.Тимирязев""",2454  Предприемачески,196,252,без квоти
293.  ,"2206410  ПГАВТ  ""А.С.Попов""",2765  Микропроцесорна техника - АЕ  РЕ,196,237.5,без квоти
294.  ,"2212303  33 ЕГ ""Света София""",2797  Екскурзоводско обслужване - АЕ интензивно РЕ,195,249,без квоти
295.  ,"2205408  СПГ ""Княгиня Евдокия""",2842  Извършване на термални процедури - АЕ (дуална)  РЕ,195,195,без квоти
296.  ,"2205408  СПГ ""Княгиня Евдокия""",3381  Промишлен дизайн - АЕ  РЕ,193,341.75,без квоти
297.  ,2208413  СГХСТ,0568  Производство на сладкарски изделия - АЕ (дуална)  НЕ,193,255.5,без квоти
298.  ,"2201078  78. СУ ""Христо Смирненски""",0468  Софтуерни и хардуерни науки - АЕ интензивно   РЕ,192,402,без квоти
299.  ,"2206409  ПГТЕ ""Хенри Форд""",2364  Автотранспортна техника - техник (дуална),191,233,без квоти
300.  ,2207412  ПГ ПО ТРАНСПОРТ,1656  Митническа и данъчна администрация - АЕ,190,226,без квоти
301.  ,2216422  ПГМЕ,2177  Електрообзавеждане на производството - електромонтьор,190,190,без квоти
302.  ,"2219130  130 СУ ""Стефан Караджа""",2236  Продавач-консултант,190,190,без квоти
303.  ,"2207108  108 СУ ""Н.Беловеждов""",1852  Предприемачески  - АЕ интензивно РЕ,189.5,380.5,без квоти
304.  ,"2212137  137 СУ ""Ангел Кънчев""",1834  Предприемачески - АЕ интензивно  НЕ,189,260.5,без квоти
305.  ,"2217066  66 СУ ""Филип Станиславов""",1439  Предприемачески,188.5,188.5,без квоти
306.  ,2204311  ПГИИРЕ,2934  Чужди езици - РумЕ интензивно АЕ,187.5,353.75,без квоти
307.  ,"2206113  113 СУ ""Сава Филаретов""",1648  Продавач-консултант /РЕ/,187,187,без квоти
308.  ,"2221430  ПГТ  ""МАКГАХАН""",3500  Автотранспортна техника - техник АЕ (дневна)  РЕ,182.5,182.5,без квоти
309.  ,"2206410  ПГАВТ  ""А.С.Попов""",3317  Охранителна техника и системи за сигурност - АЕ  НЕ,181,323,без квоти
310.  ,2212027  27. СУ,2387  Софтуерни и хардуерни науки,180.5,180.5,без квоти
311.  ,"2218071  71 СУ ""П.Яворов""",1725  Икономическо развитие,179.5,244.5,без квоти
312.  ,"2206409  ПГТЕ ""Хенри Форд""",2357  Възобновяеми енергийни източници - АЕ (дуална)  РЕ/НЕ,179,220.5,без квоти
313.  ,2217149  149 СУ,1060  Софтуерни и хардуерни науки - АЕ интензивно  РЕ,176.25,331,без квоти
314.  ,"2212079  79 СУ ""Индира Ганди""",2427  Софтуерни и хардуерни науки - АЕ интензивно  ИЕ,175,329,без квоти
315.  ,"2212056  56.СУ ""Проф. К. Иречек""",3640  Електронна търговия - АЕ  НЕ,174,292.5,без квоти
316.  ,"2209305  203 ПЕГ ""Св. Методий""",2910  Предприемачески - АЕ интензивно  ИЕ/НЕ,173.75,321.25,без квоти
317.  ,"2202026  26 СУ ""Йордан Йовков""",0965  Софтуерни и хардуерни науки - АЕ интензивно  РЕ,173.5,286.5,без квоти
318.  ,"2206409  ПГТЕ ""Хенри Форд""",2362  Топлотехника - отоплителна климат. вентилационна и хладилна - АЕ (дуална)  РЕ/НЕ,173,305,без квоти
319.  ,2224121  121 СУ,2647  Софтуерни и хардуерни науки - ИЕ  АЕ,169.5,296,без квоти
320.  ,"2214101  101 СУ ""БАЧО КИРО""",3656  Търговия на едро и дребно  - АЕ  НЕ,168,199,без квоти
321.  ,"2221430  ПГТ  ""МАКГАХАН""",2212  Спедиция транспортна и складова логистика - АЕ (дуална)  НЕ,167,167,без квоти
322.  ,"2212037  37. СУ ""Райна Княгиня""",2110  Предприемачески - АЕ интензивно  РЕ,165,220,без квоти
323.  ,2216422  ПГМЕ,2193  Промишлена електроника - АЕ  НЕ,164,322,без квоти
324.  ,2214015  15 СУ,2582  Предприемачески - АЕ  НЕ/РЕ,164,253,без квоти
325.  ,2219095  95 СУ,2459  Природни науки - АЕ интензивно  РЕ,163,334.5,без квоти
