№ по ред,Училище,Паралелка,Минимален бал,Максимален бал,Пол
382.  ,"2212079  79 СУ ""Индира Ганди""",2427  Софтуерни и хардуерни науки - АЕ интензивно  ИЕ,52,349.5,без квоти
383.  ,"2215172  172 ОбУ ""Христо Ботев""",2807  Производство на облекло от текстил,52,231,без квоти
384.  ,"2203140  140. СУ ""Иван Богоров""",1895  Български танци,47,358.5,без квоти
385.  ,2212027  27. СУ,2387  Софтуерни и хардуерни науки,46,263,без квоти
386.  ,"2221094  94 СУ ""Д.Страшимиров""",2539  Логистика на товари и услуги,46,205.5,без квоти
387.  ,2204403  ПГТКИ,3251  Моден дизайн - АЕ  РЕ,42,356.5,без квоти
388.  ,"2213131  131 СУ ""К.А.Тимирязев""",2454  Предприемачески,41,262,без квоти
389.  ,2204405  ПГ по ПСТТ,2524  Пътно-строителна техника - АЕ  РЕ,41,208.5,без квоти
390.  ,"2203074  74 СУ ""Гоце Делчев""",1777  Природни науки - АЕ интензивно  РЕ,39,420,без квоти
391.  ,2204403  ПГТКИ,1856  Бутикови облекла,36,259.75,без квоти
392.  ,"2221094  94 СУ ""Д.Страшимиров""",2535  Производство на облекло от текстил,36,238,без квоти
393.  ,2214015  15 СУ,2582  Предприемачески - АЕ  НЕ/РЕ,30,435,без квоти
394.  ,2217424  ПГЕА,2138  Приложно програмиране - АЕ  НЕ/РЕ,30,354,без квоти
395.  ,"2212037  37. СУ ""Райна Княгиня""",2110  Предприемачески - АЕ интензивно  РЕ,30,341,без квоти
396.  ,2217424  ПГЕА,2133  Системно програмиране - АЕ  НЕ/РЕ,30,338.75,без квоти
397.  ,2216422  ПГМЕ,2177  Електрообзавеждане на производството - електромонтьор,30,308.5,без квоти
398.  ,"2213010  10 СУ  ""Теодор Траянов""",3075  Природни науки - АЕ  РЕ,30,307,без квоти
399.  ,"2207069  69 СУ  ""Д.  Маринов""",0887  Икономическо развитие - АЕ  РЕ,30,299,без квоти
400.  ,"2219130  130 СУ ""Стефан Караджа""",3506  Икономическо развитие - АЕ  НЕ,30,251,без квоти
401.  ,"2217066  66 СУ ""Филип Станиславов""",1439  Предприемачески,30,233.5,без квоти
402.  ,"2210162  162 ОбУ ""Отец Паисий""",2956  Предприемачески,30,228,без квоти
403.  ,"2219024  24 СУ ""П. К. Яворов """,2439  Предприемачески,30,207.5,без квоти
404.  ,"2206113  113 СУ ""Сава Филаретов""",1648  Продавач-консултант /РЕ/,30,197,без квоти
405.  ,2214015  15 СУ,3015  Предприемачески,30,184.5,без квоти
406.  ,"2206113  113 СУ ""Сава Филаретов""",1676  Продавач-консултант /АЕ/,30,173,без квоти
407.  ,"2220059  59 ОбУ ""Васил Левски""",1530  Готвач,30,171,без квоти
408.  ,"2217426  ПГСС ""БУЗЕМА""",2903  Цветарство,30,163,без квоти
409.  ,"2221094  94 СУ ""Д.Страшимиров""",2525  Предприемачески,30,157,без квоти
410.  ,2204403  ПГТКИ,1868  Конструиране моделиране и технология на обувни изделия (дуална),30,151,без квоти
